assoc_mesh_id	assoc_mesh_term	or	or_l95	or_u95	fisher_p	sim_obs	sim_not	dis_obs	dis_not	genes	drugs	side_effects	ppv	ppv_l95	ppv_u95	npv	npv_l95	npv_u95
D019226	Oral Ulcer	5.663473953828855	0.09034377131480568	93.6972697478724	0.23419285577846544	1	3	4	71	NFKB1	bortezomib	Oral Ulcer	0.25	0.04558726080970059	0.699358157417598	0.9466666666666667	0.8707401284620144	0.9790665722533456
D015746	Abdominal Pain	3.4561808878851945	0.2326071531031389	51.41573488024073	0.23497506779809288	2	2	15	53	POLA1	clofarabine, cytarabine	Abdominal Pain	0.5	0.15003898915214955	0.8499610108478505	0.7794117647058824	0.6674326122885068	0.8615098761267479
D006528	Carcinoma, Hepatocellular	2.3668849921348407	0.25149153019808784	10.955164320162698	0.2395303754084763	2	14	35	581	MTOR, FLT4	everolimus, sorafenib	Carcinoma, Hepatocellular	0.125	0.03497748774324048	0.3602282726575869	0.9431818181818182	0.9220051644616787	0.9588652455925564
D011085	Polycystic Ovary Syndrome	3.716593578905338	0.08046779841720107	30.207363541030407	0.2651231147010959	1	7	36	939	INSR	insulin	Ovarian Cysts	0.125	0.02241749145005667	0.4708881822128534	0.963076923076923	0.9493073053546743	0.9732118542730066
D009135	Muscular Diseases	3.7723108569761634	0.07992326540825868	31.899753327697326	0.265983155167553	1	7	19	504	KDR	sunitinib	Muscular Diseases	0.125	0.02241749145005667	0.4708881822128534	0.9636711281070746	0.9439593677785174	0.9766211823658203
D002761	Cholangitis	3.922362671727308	0.07688947339464736	39.87196799809442	0.27237777004892827	1	11	5	218	PDGFB	sorafenib	Cholangitis	0.08333333333333333	0.01486509440491714	0.3538799111411169	0.9775784753363229	0.9485960649267771	0.9903857292626395
D006042	Goiter	Inf	0.06410243066406253	Inf	0.2857142857142857	1	7	0	20	INSR	insulin	Goiter	0.125	0.02241749145005667	0.4708881822128534	1	0.8388748419471806	1
D008607	Intellectual Disability	2.1390420691111305	0.2161586991684269	11.27793703761026	0.2882270962741808	2	7	440	3295	CRBN, GRIA1	thalidomide, topiramate	Intellectual Disability	0.2222222222222222	0.06322510711784675	0.547411030893011	0.8821954484605087	0.8714619100742744	0.8921436162484503
D003324	Coronary Artery Disease	3.667792965547145	0.06687338426073938	48.40694547743122	0.30263296097300946	1	18	3	200	FLT1	ponatinib	Coronary Artery Disease	0.05263157894736842	0.009351994062300369	0.24638731166898778	0.9852216748768473	0.9574587487272539	0.9949615306654503
D001049	Apnea	Inf	0.05462637311446219	Inf	0.3194444444444447	1	0	45	98	BCHE	rivastigmine	Apnea	1	0.2065493143772375	1	0.6853146853146853	0.6051988578954204	0.7557346306823355
D008223	Lymphoma	2.969354428029762	0.0625545472306961	25.37318879781501	0.3242488207197086	1	7	17	355	JAK1	tofacitinib	Lymphoma	0.125	0.02241749145005667	0.4708881822128534	0.9543010752688172	0.9280405059101107	0.9712748624916829
D019964	Mood Disorders	0.2843405178321644	0.006865986770304079	1.7715542132455613	0.35366979340021804	1	24	144	982	DRD2	risperidone	Mood Disorders	0.04	0.007096233501987256	0.19544063736193731	0.872113676731794	0.8513342068511692	0.8903627750197984
D012559	Schizophrenia	0.3254540103095049	0.007919029246187445	1.987785846814246	0.35451160960593364	1	41	63	840	DRD2	pimozide	Schizophrenia	0.023809523809523808	0.004215404134432506	0.12321201573766641	0.9302325581395349	0.9117294294448105	0.9450906822100459
D058729	Peripheral Arterial Disease	3.263198188751811	0.048101871577516234	74.40685391508488	0.378048780487805	1	5	2	34	EDNRA	sitaxsentan	Peripheral Arterial Disease	0.16666666666666666	0.030053369748306673	0.5635028221864702	0.9444444444444444	0.8185534279135275	0.9846300133358381
D001786	Blood Glucose	3.393779911120707	0.042338580263367336	271.4344228911609	0.40784964068546137	1	30	1	103	GLP1R	exenatide	Blood Glucose	0.03225806451612903	0.0057172215254168105	0.16194105164724903	0.9903846153846154	0.9475322752920541	0.9983006271503485
D008180	Lupus Erythematosus, Systemic	2.0072432522877848	0.04376070367043137	15.683626170194941	0.426921697790168	1	13	12	314	KIT	dasatinib	Lupus Erythematosus, Systemic	0.07142857142857142	0.012722215247890925	0.31468704424151117	0.9631901840490797	0.9367713954262729	0.97881999529750785
D008232	Lymphoproliferative Disorders	0.4751002517065416	0.056078703021218146	1.802185636212122	0.43665635633083716	2	68	251	4054	S1PR4, PPIA	fty720, v	Lymphoproliferative Disorders	0.02857142857142857	0.007870611945441225	0.09832256118423899	0.9416957026713124	0.9342944644896691	0.9483093714474414
D005901	Glaucoma	Inf	0.031557895179161646	Inf	0.44827586206896547	1	12	0	16	PDGFRA	imatinib	Glaucoma	0.07692307692307693	0.013710421242556586	0.33313950921099583	1	0.8063923194655637	1
D016757	Death, Sudden, Cardiac	1.613362916670918	0.03607989156751019	12.081983194344454	0.49079170631905766	1	47	9	683	ESR1	estramustine	Heart Arrest	0.020833333333333332	0.0036871109775106587	0.10899217995251859	0.9869942196531792	0.975468649079806	0.993142794599174
D007006	Hypogonadism	1.5527532037237854	0.036261423199822763	10.532129179568194	0.4935722825616175	1	12	555	10342	GNRHR	supremon	Hypogonadism	0.07692307692307693	0.013710421242556586	0.33313950921099583	0.9490685509773332	0.9447800247477319	0.9530405735034793
D009497	Neurotic Disorders	0.6190692384651301	0.17797738263962418	1.732950068789762	0.49768917312283456	5	30	48	178	CACNA2D1, DRD2	gabapentin, olanzapine, pergolide, pregabalin, ropinirole	Neurotic Disorders	0.14285714285714285	0.06260231079433715	0.29375554086595146	0.7876106194690266	0.7297098857255594	0.8358973840290966
D007676	Kidney Failure, Chronic	1.9428026926706516	0.031096645567195238	39.87866315758504	0.5093896713615024	1	2	14	55	NFKB1	bortezomib	Kidney Failure, Chronic	0.3333333333333333	0.06149194472039624	0.7923403991979524	0.7971014492753623	0.6877595975522071	0.8751066693209651
D009290	Narcolepsy	0.4590713138994442	0.04820596649047613	2.2018172842680204	0.5228834226019086	2	10	120	275	HTR7, HCRTR2	lurasidone, suvorexant	Disorders of Excessive Somnolence, Cataplexy	0.16666666666666666	0.04696514218385383	0.44803086225297334	0.6962025316455697	0.6491388401961573	0.7394867566971759
D015179	Colorectal Neoplasms	1.2196946557533335	0.028965496925620216	7.904315649442472	0.5732407694108997	1	17	129	2675	MTOR	everolimus	Colorectal Neoplasms	0.05555555555555555	0.009875190978303066	0.2575730078187259	0.9539942938659058	0.9455994142722175	0.9611469378061265
D001778	Blood Coagulation Disorders	1.199567407936264	0.3744568166708404	2.974542538444141	0.6130175228938689	5	59	696	9852	RXRA, NR3C1, KIT, CACNA2D1	bexarotene, budesonide, dasatinib, gabapentin, pregabalin	Blood Coagulation Disorders	0.078125	0.03383117690855045	0.17019537354162903	0.9340159271899886	0.9291185344100253	0.9385973079604211
D014806	Vitamin B 12 Deficiency	1.6175987114245984	0.1670635823051994	8.124240525792777	0.6326720323877101	2	8	879	5688	ATP4A	esomeprazole, omeprazole	Vitamin B 12 Deficiency	0.2	0.056682151454375274	0.5098375284633582	0.866148926450434	0.8576993375204615	0.8741703979065591
D018655	Lymphocyte Count	0.42305144727600025	0.009720321204306848	2.962321172799791	0.7019645858055145	1	59	12	299	FLT3	sunitinib	Lymphocyte Count	0.016666666666666666	0.0029481597947862486	0.08855129727590058	0.9614147909967846	0.9337777436326304	0.9777921654734314
D012030	Refractive Errors	0.45136622911079716	0.011129394169014114	2.6745885750152456	0.7234226029304536	1	53	122	2918	PPARA	fenofibrate	Refractive Errors	0.018518518518518517	0.0032764877182290594	0.0977143748878193	0.9598684210526316	0.9522914741089938	0.9662846205484732
D050171	Dyslipidemias	1.09224702919533	0.2139175041173264	3.4831291364266805	0.754299854998637	3	64	66	1538	KIT, HMGCR, DPP4	nilotinib, pravastatin, saxagliptin	Dyslipidemias	0.04477611940298507	0.015343975122038661	0.12357833089093759	0.9588528678304239	0.9479859274661281	0.9675272233638487
D000437	Alcoholism	0.5725602328041213	0.0661365268343859	2.2601751690594942	0.7687546921430445	2	52	67	997	DRD2	aripiprazole, quetiapine	Alcoholism, Alcohol-Related Disorders	0.037037037037037035	0.010216367948445595	0.12535176917275476	0.9370300751879699	0.9208040406005498	0.950111760914664
D002037	Bundle-Branch Block	1	0.2770852991114697	3.5061955979330928	0.9999999999999999	8	14	12	21	SCN5A	amiodarone, disopyramide, ibutilide, propafenone, riluzole, vernakalant	Bundle-Branch Block, Heart Block	0.36363636363636365	0.1973320467036613	0.5704829190986898	0.6363636363636364	0.4661617830226639	0.7781282176475764
D004827	Epilepsy	0.7145473607345106	0.017039531321251248	4.592078251635817	0.9999999999999999	1	17	293	3559	GABRA3	lormetazepam	Epilepsy	0.05555555555555555	0.009875190978303066	0.2575730078187259	0.9239356178608515	0.9151350280939659	0.9318914990285739
D059289	Vascular Stiffness	Inf	0.10449325261633748	Inf	0.9999999999999999	3	35	0	10	OPRK1, INSR	fentanyl, insulin, naltrexone	Vascular Stiffness	0.07894736842105263	0.02721459550698771	0.2079937145777145	1	0.7224672001371109	1
D002311	Cardiomyopathy, Dilated	0.581947135171531	0.013779919172583031	3.7798672596668355	1	1	40	23	535	SCN5A	riluzole	Cardiomyopathy, Dilated	0.024390243902439025	0.004318531568912407	0.12595062055774228	0.9587813620071685	0.9389099783499155	0.9723791263642302
D005208	Fasciitis	1	0	Inf	1	1	23	0	0	KDR	sunitinib	Fasciitis, Necrotizing	0.041666666666666664	0.007393456165505806	0.20241806478655933			
D005947	Glucose	1.2263560893353542	0.023913437968384528	13.158163413074256	1	1	23	4	113	ADRB2	formoterol	Glucose	0.041666666666666664	0.007393456165505806	0.20241806478655933	0.9658119658119658	0.9153821514157074	0.9866261581805496
D007003	Hypoglycemia	1	0	Inf	1	6	0	0	0	ABCC8	glibenclamide, gliclazide, glimepiride, glipizide, nateglinide, repaglinide	Hypoglycemia	1	0.6096657120978348	1			
D008107	Liver Diseases	0.9109227291298804	0.18210220636432062	2.807605975472645	1	3	62	407	7662	CYP19A1, PPARG, BCL2	exemestane, pioglitazone, sodium	Liver Diseases	0.046153846153846156	0.015819840413512577	0.12713847263338826	0.9495600446151939	0.9445673197968472	0.9541249234495391
D008268	Macular Degeneration	1.0718069554864083	0.024590305912684025	7.594445091632264	1	1	10	227	2433	VEGFA	pegaptanib	Macular Degeneration	0.09090909090909091	0.016232172885884823	0.37735843645159556	0.9146616541353384	0.9034373103283144	0.9246900516418741
D009503	Neutropenia	1	0	Inf	1	28	188	0	0	KDR, EDNRA, KIT, PDE3A, LYN, S1PR4, ADRB2, FLT3, NR3C1, JAK2, BCL2	axitinib, bosentan, cabozantinib, cilostazol, dasatinib, fty720, imatinib, labetalol, nilotinib, pazopanib, penbutolol, ponatinib, prednisone, regorafenib, ruxolitinib, sodium, sorafenib, sotalol, sunitinib, timolol, vandetanib	Neutropenia, Agranulocytosis, Febrile Neutropenia	0.12962962962962962	0.09123074281383933	0.18097204887843052			
D010300	Parkinson Disease	0.8280232250995404	0.019503223012522167	5.485259399470882	1	1	14	245	2840	SCN2A	lamotrigine	Parkinson Disease	0.06666666666666667	0.011866895493268581	0.2981652987378002	0.9205834683954619	0.9105107063290562	0.929610107443872
D011655	Pulmonary Embolism	Inf	0.02564066406250003	Inf	1	1	0	1	2	FGA	tranexamic	Pulmonary Embolism	1	0.2065493143772375	1	0.6666666666666666	0.20765960080204776	0.9385080552796038
D012804	Sick Sinus Syndrome	Inf	0.05671559081640925	Inf	1	3	22	0	4	HCN4, SCN5A	ivabradine, propafenone	Sick Sinus Syndrome, Arrhythmia, Sinus	0.12	0.04166817150440361	0.29955793920927326	1	0.5101091635454028	1
D012913	Snoring	0.8451565180145245	0.009125225667934004	78.2997179730036	1	1	1	6	5	BCL2	sodium	Respiratory Sounds	0.5	0.09453120573423074	0.9054687942657692	0.45454545454545453	0.21271271622459773	0.7199084625906779
D013920	Thrombocythemia, Essential	1.4150882602169905	0.02384521806263694	21.023929572140016	1	1	7	3	30	MPL	su5416	Thrombocytosis	0.125	0.02241749145005667	0.4708881822128534	0.9090909090909091	0.7642739435353026	0.9685960584754184
D014693	Ventricular Fibrillation	1	0	Inf	1	2	5	0	0	SCN5A	procainamide, riluzole	Ventricular Fibrillation	0.2857142857142857	0.08221892400405677	0.6410655481673806			
